title,city,salary_from,salary_to,salary_mid,experience_years,url
Junior аналитик,Удалённо,46640,99995,73317.5,2.0,https://hh.ru/vacancy/1000902
SQL-аналитик,Новосибирск,84547,99413,91980.0,0.0,https://hh.ru/job/1000903
Бизнес-аналитик,Новосибирск,94620,169687,132153.5,5.0,https://hh.ru/job/1000904
Data Engineer (junior),Санкт-Петербург,55317,124344,89830.5,1.0,https://hh.ru/job/1000905
Junior аналитик,Новосибирск,155608,218514,187061.0,1.0,https://hh.ru/job/1000906
Бизнес-аналитик,Москва,47564,80702,64133.0,2.0,https://hh.ru/job/1000907
Junior аналитик,Удалённо,67345,102301,84823.0,0.0,https://hh.ru/job/1000908
Data Scientist (junior),Санкт-Петербург,153824,235119,194471.5,2.0,https://hh.ru/vacancy/1000909
Бизнес-аналитик,Екатеринбург,134223,144662,139442.5,1.0,https://hh.ru/job/1000910
SQL-аналитик,Удалённо,119273,171514,145393.5,1.0,https://hh.ru/job/1000911
Junior аналитик,Санкт-Петербург,114859,162392,138625.5,5.0,https://hh.ru/job/1000912
Маркетинг-аналитик,Казань,120765,154035,137400.0,1.0,https://hh.ru/vacancy/1000913
SQL-аналитик,Екатеринбург,150017,233832,191924.5,0.5,https://hh.ru/vacancy/1000914
Бизнес-аналитик,Казань,114038,158317,136177.5,1.0,https://hh.ru/vacancy/1000915
SQL-аналитик,Удалённо,92393,121281,106837.0,5.0,https://hh.ru/job/1000916
Junior аналитик,Екатеринбург,106081,128711,117396.0,0.5,https://hh.ru/vacancy/1000917
Продуктовый аналитик,Новосибирск,142650,208713,175681.5,0.5,https://hh.ru/vacancy/1000918
Junior аналитик,Санкт-Петербург,69430,109574,89502.0,0.0,https://hh.ru/job/1000919
Junior аналитик,Удалённо,115532,172693,144112.5,0.0,https://hh.ru/job/1000920
Data Scientist (junior),Москва,67788,150148,108968.0,3.0,https://hh.ru/vacancy/1000921
Системный аналитик,Екатеринбург,135505,191484,163494.5,2.0,https://hh.ru/job/1000922
Маркетинг-аналитик,Екатеринбург,88543,100522,94532.5,1.0,https://hh.ru/job/1000923
Отчётный аналитик,Удалённо,53919,85108,69513.5,2.0,https://hh.ru/job/1000924
Data Engineer (junior),Удалённо,109346,156946,133146.0,1.0,https://hh.ru/job/1000925
Product manager (junior),Казань,136122,200682,168402.0,5.0,https://hh.ru/vacancy/1000926
Аналитик данных,Новосибирск,79974,163014,121494.0,5.0,https://hh.ru/job/1000927
Системный аналитик,Казань,147309,213867,180588.0,1.0,https://hh.ru/vacancy/1000928
Аналитик данных,Казань,56371,68281,62326.0,3.0,https://hh.ru/vacancy/1000929
Data Scientist (junior),Новосибирск,85084,147797,116440.5,3.0,https://hh.ru/vacancy/1000930
Маркетинг-аналитик,Москва,69629,121486,95557.5,1.0,https://hh.ru/vacancy/1000931
Интернет-маркетолог,Казань,91184,131148,111166.0,0.5,https://hh.ru/job/1000932
Junior аналитик,Казань,101916,132143,117029.5,1.0,https://hh.ru/job/1000933
Интернет-маркетолог,Екатеринбург,113972,124950,119461.0,3.0,https://hh.ru/job/1000934
Интернет-маркетолог,Новосибирск,102187,124340,113263.5,5.0,https://hh.ru/vacancy/1000935
Специалист по рекламе,Санкт-Петербург,52984,117749,85366.5,3.0,https://hh.ru/vacancy/1000936
BI-аналитик,Москва,73039,117110,95074.5,3.0,https://hh.ru/vacancy/1000937
Интернет-маркетолог,Москва,125431,199950,162690.5,2.0,https://hh.ru/job/1000938
Data Engineer (junior),Новосибирск,123691,138194,130942.5,3.0,https://hh.ru/vacancy/1000939
Продуктовый аналитик,Удалённо,98606,164309,131457.5,3.0,https://hh.ru/job/1000940
BI-аналитик,Удалённо,50616,119995,85305.5,1.0,https://hh.ru/job/1000941
Data Scientist (junior),Екатеринбург,142665,205531,174098.0,2.0,https://hh.ru/job/1000942
Product manager (junior),Екатеринбург,145373,167278,156325.5,3.0,https://hh.ru/job/1000943
Системный аналитик,Новосибирск,90072,140910,115491.0,0.0,https://hh.ru/vacancy/1000944
Продуктовый аналитик,Екатеринбург,64574,127853,96213.5,3.0,https://hh.ru/job/1000945
SQL-аналитик,Москва,43430,75236,59333.0,0.5,https://hh.ru/vacancy/1000946
Бизнес-аналитик,Москва,159123,209123,184123.0,1.0,https://hh.ru/job/1000947
Специалист по рекламе,Санкт-Петербург,52676,79844,66260.0,3.0,https://hh.ru/vacancy/1000948
Продуктовый аналитик,Удалённо,50816,125935,88375.5,0.5,https://hh.ru/vacancy/1000949
Отчётный аналитик,Новосибирск,72733,116447,94590.0,0.5,https://hh.ru/job/1000950
Интернет-маркетолог,Казань,125680,184773,155226.5,1.0,https://hh.ru/job/1000951
Data Scientist (junior),Удалённо,42050,102469,72259.5,3.0,https://hh.ru/job/1000952
Финансовый аналитик,Казань,149996,204141,177068.5,0.0,https://hh.ru/vacancy/1000953
Бизнес-аналитик,Санкт-Петербург,73933,156358,115145.5,5.0,https://hh.ru/job/1000954
Аналитик данных,Санкт-Петербург,64951,147762,106356.5,0.5,https://hh.ru/job/1000955
Data Engineer (junior),Екатеринбург,72413,79874,76143.5,5.0,https://hh.ru/vacancy/1000956
Аналитик данных,Санкт-Петербург,74801,94092,84446.5,5.0,https://hh.ru/job/1000957
Продуктовый аналитик,Санкт-Петербург,95619,147423,121521.0,1.0,https://hh.ru/vacancy/1000958
Product manager (junior),Казань,72913,154884,113898.5,1.0,https://hh.ru/job/1000959
Аналитик данных,Екатеринбург,152573,222519,187546.0,1.0,https://hh.ru/vacancy/1000960
Отчётный аналитик,Санкт-Петербург,159076,248156,203616.0,2.0,https://hh.ru/vacancy/1000961
Data Scientist (junior),Удалённо,80600,146932,113766.0,0.0,https://hh.ru/job/1000962
SQL-аналитик,Санкт-Петербург,97775,180569,139172.0,0.0,https://hh.ru/vacancy/1000963
Product manager (junior),Екатеринбург,130816,166657,148736.5,0.0,https://hh.ru/job/1000964
Системный аналитик,Новосибирск,130093,183851,156972.0,1.0,https://hh.ru/job/1000965
Data Engineer (junior),Екатеринбург,152590,233862,193226.0,0.5,https://hh.ru/vacancy/1000966
Отчётный аналитик,Казань,75400,118043,96721.5,2.0,https://hh.ru/job/1000967
Отчётный аналитик,Новосибирск,44494,99902,72198.0,5.0,https://hh.ru/vacancy/1000968
Аналитик данных,Удалённо,120688,169638,145163.0,1.0,https://hh.ru/vacancy/1000969
Интернет-маркетолог,Москва,129431,191280,160355.5,2.0,https://hh.ru/vacancy/1000970
Аналитик данных,Екатеринбург,114691,147735,131213.0,1.0,https://hh.ru/vacancy/1000971
Продуктовый аналитик,Казань,137419,158416,147917.5,3.0,https://hh.ru/vacancy/1000972
Системный аналитик,Удалённо,148730,233481,191105.5,5.0,https://hh.ru/vacancy/1000973
BI-аналитик,Новосибирск,83001,111912,97456.5,3.0,https://hh.ru/vacancy/1000974
Product manager (junior),Удалённо,107364,167897,137630.5,5.0,https://hh.ru/vacancy/1000975
Аналитик данных,Екатеринбург,85028,172594,128811.0,0.0,https://hh.ru/job/1000976
Data Scientist (junior),Санкт-Петербург,147434,167005,157219.5,3.0,https://hh.ru/job/1000977
Финансовый аналитик,Екатеринбург,137659,200600,169129.5,3.0,https://hh.ru/vacancy/1000978
Data Engineer (junior),Москва,77573,140578,109075.5,0.5,https://hh.ru/job/1000979
Junior аналитик,Екатеринбург,40806,104518,72662.0,5.0,https://hh.ru/job/1000980
Аналитик данных,Новосибирск,96638,145179,120908.5,0.0,https://hh.ru/job/1000981
Data Scientist (junior),Новосибирск,146506,174893,160699.5,2.0,https://hh.ru/job/1000982
Product manager (junior),Екатеринбург,69757,123665,96711.0,0.5,https://hh.ru/job/1000983
Data Scientist (junior),Новосибирск,74636,92693,83664.5,1.0,https://hh.ru/job/1000984
Data Engineer (junior),Санкт-Петербург,120097,189125,154611.0,2.0,https://hh.ru/vacancy/1000985
BI-аналитик,Удалённо,88280,149011,118645.5,2.0,https://hh.ru/job/1000986
Data Scientist (junior),Екатеринбург,64262,94120,79191.0,1.0,https://hh.ru/job/1000987
Финансовый аналитик,Санкт-Петербург,120435,174124,147279.5,1.0,https://hh.ru/job/1000988
Data Scientist (junior),Удалённо,102211,151849,127030.0,3.0,https://hh.ru/job/1000989
Data Scientist (junior),Удалённо,94842,146328,120585.0,0.0,https://hh.ru/vacancy/1000990
Data Scientist (junior),Санкт-Петербург,96979,122546,109762.5,1.0,https://hh.ru/vacancy/1000991
SQL-аналитик,Казань,154524,189263,171893.5,5.0,https://hh.ru/vacancy/1000992
SQL-аналитик,Екатеринбург,121470,184274,152872.0,3.0,https://hh.ru/vacancy/1000993
BI-аналитик,Удалённо,78197,86951,82574.0,1.0,https://hh.ru/job/1000994
Аналитик данных,Удалённо,81844,113888,97866.0,3.0,https://hh.ru/vacancy/1000995
Data Scientist (junior),Новосибирск,104754,177014,140884.0,3.0,https://hh.ru/vacancy/1000996
Специалист по рекламе,Удалённо,141868,213780,177824.0,3.0,https://hh.ru/vacancy/1000997
Системный аналитик,Санкт-Петербург,74157,87863,81010.0,1.0,https://hh.ru/vacancy/1000998
Специалист по рекламе,Удалённо,117129,131023,124076.0,0.5,https://hh.ru/job/1000999
